                  epoch,         train/box_loss,        train/pose_loss,        train/kobj_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),   metrics/precision(P),      metrics/recall(P),       metrics/mAP50(P),    metrics/mAP50-95(P),           val/box_loss,          val/pose_loss,          val/kobj_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     70,                0.01356,                  2.008,                      0,                0.99162,                 1.1489,                0.52791,                0.56119,                0.49361,                0.22391,                0.04072,                0.33004,                0.02776,                0.01026,                0.01259,                 7.2424,                      0,                 10.492,                 1.4024,              0.0016603,              0.0016603,              0.0016603
                     71,                 0.0139,                 1.8564,                      0,                 1.0514,                 1.1673,                 0.2876,                0.93943,                0.56559,                0.22071,                0.19054,                0.62546,                 0.1981,                0.08079,                0.01404,                 4.6408,                      0,                 8.5171,                 2.1703,              0.0016553,              0.0016553,              0.0016553
                     72,                 0.0138,                 1.9251,                      0,                   1.05,                 1.1831,                0.51045,                0.88133,                0.73432,                0.29748,                0.11489,                0.23474,                0.06176,                0.01789,                0.01432,                 6.7184,                      0,                 4.2121,                 2.3809,              0.0016504,              0.0016504,              0.0016504
                     73,                0.01349,                 2.1488,                      0,                0.99722,                 1.2187,                0.47917,                0.88999,                0.71117,                0.28046,                0.05494,                0.18665,                 0.0281,                0.01034,                0.01302,                  8.191,                      0,                 4.6593,                 1.7012,              0.0016454,              0.0016454,              0.0016454
                     74,                0.01413,                 2.0562,                      0,                0.99652,                 1.2394,                0.32228,                0.90729,                0.57797,                0.21714,                0.07057,                0.27812,                0.04644,                0.01725,                0.01328,                 6.7711,                      0,                 7.5161,                 1.5456,              0.0016404,              0.0016404,              0.0016404
                     75,                0.01294,                 1.8279,                      0,                 0.9633,                 1.1593,                0.67266,                 0.4623,                0.58475,                 0.2579,                0.08672,                0.32262,                0.06542,                0.02048,                0.01288,                 6.8412,                      0,                 9.6905,                 1.7926,              0.0016354,              0.0016354,              0.0016354
                     76,                0.01328,                 1.8056,                      0,                0.95683,                 1.1169,                0.76073,                0.56984,                0.70298,                 0.3268,                0.06336,                0.40915,                0.04528,                0.01976,                0.01231,                 7.1588,                      0,                 7.9251,                 1.5678,              0.0016304,              0.0016304,              0.0016304
                     77,                0.01328,                 2.0689,                      0,                0.97935,                 1.1353,                0.47085,                0.93201,                0.78039,                0.36384,                0.03472,                0.23362,                0.02256,                0.00776,                0.01218,                 7.6561,                      0,                 6.1026,                  1.525,              0.0016254,              0.0016254,              0.0016254
                     78,                0.01376,                 1.9075,                      0,                0.99148,                 1.1639,                0.54357,                0.92831,                0.81109,                0.39549,                0.19432,                0.33622,                0.12521,                0.03754,                0.01185,                 6.6062,                      0,                 4.1372,                  1.431,              0.0016204,              0.0016204,              0.0016204
                     79,                0.01298,                 1.9088,                      0,                0.93888,                 1.1063,                0.61281,                0.90729,                0.81361,                0.40087,                0.40289,                0.59951,                0.38129,                0.14846,                0.01196,                 4.7515,                      0,                 3.5014,                 1.4045,              0.0016154,              0.0016154,              0.0016154
                     80,                0.01295,                 1.8914,                      0,                0.92236,                 1.1188,                0.61787,                0.90111,                0.80724,                0.40804,                 0.3619,                 0.5377,                0.31447,                0.11472,                0.01206,                 4.2529,                      0,                 3.3896,                 1.2808,              0.0016104,              0.0016104,              0.0016104
                     81,                 0.0128,                 1.8737,                      0,                0.92516,                 1.1257,                0.69535,                0.89988,                0.84194,                0.42027,                0.46516,                0.60198,                0.45917,                0.19516,                0.01211,                 3.9783,                      0,                 3.0055,                 1.3149,              0.0016054,              0.0016054,              0.0016054
                     82,                0.01285,                 1.8282,                      0,                0.90179,                 1.0824,                0.79041,                0.85785,                 0.8541,                0.42892,                 0.5388,                0.59085,                0.46267,                0.19411,                0.01202,                 3.9026,                      0,                 2.0044,                 1.4192,              0.0016004,              0.0016004,              0.0016004
                     83,                0.01258,                 1.7211,                      0,                0.92131,                 1.0776,                 0.7892,                0.88381,                0.87684,                0.46214,                0.54923,                0.61434,                0.46744,                0.20511,                 0.0115,                 3.7499,                      0,                 1.9981,                 1.2408,              0.0015954,              0.0015954,              0.0015954
                     84,                0.01242,                    1.8,                      0,                0.87633,                 1.0493,                0.72755,                0.91347,                0.86129,                0.46066,                0.33057,                  0.423,                0.23513,                0.08518,                0.01154,                 4.9029,                      0,                 2.5442,                 1.1897,              0.0015904,              0.0015904,              0.0015904
                     85,                0.01254,                 1.7893,                      0,                0.94362,                  1.166,                 0.6355,                0.90729,                 0.8374,                0.41785,                 0.5148,                0.73177,                0.57787,                   0.37,                0.01188,                 2.7763,                      0,                 3.1465,                 1.2575,              0.0015854,              0.0015854,              0.0015854
