                  epoch,         train/box_loss,        train/pose_loss,        train/kobj_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),   metrics/precision(P),      metrics/recall(P),       metrics/mAP50(P),    metrics/mAP50-95(P),           val/box_loss,          val/pose_loss,          val/kobj_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     35,                0.00794,                 1.5349,                      0,                0.69236,                 0.9764,                0.90491,                0.94919,                0.95352,                0.62738,                0.89831,                0.93676,                0.94002,                0.75051,                0.00807,                0.92377,                      0,                0.73118,                0.95925,             0.00046702,             0.00046702,             0.00046702
                     36,                0.00802,                 1.4433,                      0,                0.70418,                0.96587,                 0.9208,                 0.9436,                0.95768,                0.67777,                  0.906,                0.92842,                0.93728,                0.81081,                0.00731,                0.72448,                      0,                0.68739,                0.94172,             0.00046602,             0.00046602,             0.00046602
                     37,                0.00774,                 1.3985,                      0,                0.69584,                0.96078,                0.93553,                0.95215,                0.96173,                0.65311,                0.92651,                0.93789,                0.94247,                0.80232,                0.00786,                0.87889,                      0,                0.66431,                0.95066,             0.00046502,             0.00046502,             0.00046502
                     38,                0.00755,                 1.4422,                      0,                0.67212,                0.95406,                0.91273,                0.94919,                0.95994,                0.64664,                0.89981,                 0.9341,                0.93957,                  0.755,                0.00788,                0.94693,                      0,                0.70565,                0.95082,             0.00046402,             0.00046402,             0.00046402
                     39,                0.00763,                 1.3842,                      0,                0.68866,                0.95787,                0.93457,                0.96454,                0.96655,                0.70037,                0.92247,                0.95035,                0.94796,                0.82521,                0.00691,                0.75935,                      0,                0.64809,                0.94096,             0.00046302,             0.00046302,             0.00046302
                     40,                0.00788,                 1.3431,                      0,                0.70097,                0.95437,                0.93906,                 0.9605,                0.96577,                 0.6646,                0.92789,                0.94699,                0.94729,                0.79942,                 0.0074,                0.81756,                      0,                0.67002,                0.95166,             0.00046202,             0.00046202,             0.00046202
                     41,                 0.0076,                 1.2968,                      0,                0.68591,                0.94504,                0.94277,                0.96765,                0.96854,                0.73704,                0.92577,                0.94609,                0.94145,                0.81576,                0.00631,                0.79194,                      0,                0.63305,                0.92001,             0.00046102,             0.00046102,             0.00046102
                     42,                0.00743,                 1.2907,                      0,                0.67837,                0.94162,                0.93076,                0.95326,                0.96774,                 0.7296,                 0.9212,                0.94297,                0.95355,                0.80686,                0.00654,                 0.8081,                      0,                0.63809,                0.91186,             0.00046002,             0.00046002,             0.00046002
                     43,                0.00727,                 1.3396,                      0,                0.66237,                0.93264,                0.94515,                0.96068,                0.96972,                0.73678,                0.93499,                0.95138,                0.95555,                0.85458,                0.00639,                 0.6799,                      0,                0.62593,                 0.9083,             0.00045902,             0.00045902,             0.00045902
                     44,                0.00722,                 1.1825,                      0,                0.65138,                0.92513,                0.95053,                0.97075,                0.97406,                0.72651,                 0.9431,                0.95723,                0.95914,                0.85269,                0.00688,                0.69608,                      0,                0.61158,                 0.9231,             0.00045802,             0.00045802,             0.00045802
                     45,                0.00718,                 1.2681,                      0,                0.65093,                0.93719,                0.93938,                0.96015,                0.96044,                0.68499,                0.92982,                0.95175,                0.94753,                0.81129,                0.00704,                0.75435,                      0,                0.64824,                0.92019,             0.00045702,             0.00045702,             0.00045702
                     46,                0.00736,                 1.3843,                      0,                0.67228,                0.93694,                0.93634,                0.95446,                0.96537,                0.72487,                0.92596,                0.94114,                   0.95,                0.83012,                 0.0064,                0.70468,                      0,                0.61233,                0.90668,             0.00045602,             0.00045602,             0.00045602
                     47,                0.00733,                  1.372,                      0,                0.66361,                0.93538,                0.91712,                0.95229,                0.96049,                0.66324,                 0.9133,                 0.9396,                0.94894,                0.81269,                 0.0072,                0.79159,                      0,                0.65659,                  0.933,             0.00045502,             0.00045502,             0.00045502
                     48,                0.00711,                 1.1582,                      0,                0.65527,                0.92106,                 0.9304,                 0.9629,                 0.9664,                0.73121,                 0.9213,                 0.9501,                0.94658,                0.85653,                0.00627,                0.58301,                      0,                 0.6239,                0.89886,             0.00045402,             0.00045402,             0.00045402
                     49,                0.00692,                 1.2071,                      0,                0.64312,                0.92706,                0.94866,                0.96491,                0.97203,                0.67941,                0.93751,                0.95339,                0.95654,                0.85999,                0.00755,                0.60825,                      0,                0.65035,                0.93132,             0.00045302,             0.00045302,             0.00045302
                     50,                0.00704,                 1.1012,                      0,                0.64289,                0.92193,                0.93686,                0.96893,                0.97222,                0.72532,                 0.9251,                0.95488,                0.95279,                0.84386,                0.00648,                0.65642,                      0,                0.63957,                0.90924,             0.00045202,             0.00045202,             0.00045202
                     51,                0.00706,                 1.1395,                      0,                0.64338,                0.91641,                0.94224,                 0.9629,                0.96898,                0.72837,                0.92753,                0.94274,                0.94144,                0.79195,                0.00637,                0.84045,                      0,                0.61177,                0.93445,             0.00045102,             0.00045102,             0.00045102
                     52,                0.00706,                 1.1866,                      0,                 0.6499,                0.92945,                0.93851,                0.96254,                0.96716,                0.70785,                0.92958,                0.95303,                0.95336,                0.84279,                0.00694,                0.66578,                      0,                0.63421,                0.90467,             0.00045003,             0.00045003,             0.00045003
                     53,                0.00693,                 1.1455,                      0,                0.63959,                0.91852,                0.94716,                0.96654,                0.96771,                0.66119,                0.93374,                0.95156,                 0.9445,                0.83063,                0.00784,                0.74525,                      0,                0.65521,                0.94257,             0.00044903,             0.00044903,             0.00044903
                     54,                0.00701,                 1.1525,                      0,                0.64766,                0.92201,                0.95306,                0.96929,                   0.97,                0.73396,                0.94156,                0.95759,                 0.9536,                0.83284,                0.00629,                0.64788,                      0,                0.61308,                0.89904,             0.00044803,             0.00044803,             0.00044803
                     55,                0.00679,                 1.0688,                      0,                0.62602,                0.91176,                0.94197,                0.96422,                0.96848,                0.74942,                0.93316,                0.95504,                 0.9547,                0.85838,                0.00588,                0.63094,                      0,                0.61391,                 0.8997,             0.00044703,             0.00044703,             0.00044703
                     56,                0.00711,                 1.0404,                      0,                0.64613,                0.92663,                0.93672,                0.96315,                0.96893,                0.63715,                0.92438,                0.95175,                0.95283,                0.78262,                0.00807,                0.78607,                      0,                 0.6997,                0.96767,             0.00044603,             0.00044603,             0.00044603
                     57,                  0.007,                 1.0249,                      0,                0.65178,                0.91359,                0.89458,                 0.9554,                 0.9556,                0.68427,                 0.8892,                0.94614,                0.94155,                0.84801,                0.00698,                  0.626,                      0,                0.68993,                 0.9203,             0.00044503,             0.00044503,             0.00044503
                     58,                0.00731,                 1.1695,                      0,                0.66825,                0.93346,                0.91691,                0.94596,                0.96463,                0.70406,                0.90229,                0.93054,                0.94167,                0.81716,                0.00656,                 0.6972,                      0,                0.64061,                0.90769,             0.00044403,             0.00044403,             0.00044403
                     59,                0.00699,                 1.1372,                      0,                0.64138,                0.93037,                0.92334,                0.95549,                0.96944,                0.71146,                0.91699,                0.94517,                0.95912,                0.81804,                0.00631,                0.71777,                      0,                0.63758,                0.90408,             0.00044303,             0.00044303,             0.00044303
                     60,                0.00695,                 1.1786,                      0,                 0.6391,                0.91566,                0.93973,                0.96765,                0.97181,                0.68911,                0.93286,                0.95748,                0.95932,                0.84303,                0.00723,                0.68113,                      0,                0.66201,                 0.9231,             0.00044203,             0.00044203,             0.00044203
                     61,                0.00698,                 1.0644,                      0,                0.64347,                0.91317,                0.93345,                0.96454,                0.97209,                0.73938,                0.92443,                0.95522,                0.95946,                0.82669,                 0.0065,                0.72074,                      0,                0.63326,                0.90291,             0.00044103,             0.00044103,             0.00044103
                     62,                0.00695,                  1.062,                      0,                0.63265,                0.90937,                0.94093,                0.96491,                0.97153,                0.74937,                0.93188,                0.95759,                 0.9599,                0.86383,                0.00621,                0.66769,                      0,                0.60478,                0.89093,             0.00044003,             0.00044003,             0.00044003
                     63,                0.00687,                 1.0311,                      0,                0.63354,                 0.9123,                0.95313,                0.97748,                0.97184,                0.76285,                0.94368,                0.96779,                0.95761,                0.88712,                0.00583,                0.53611,                      0,                0.58187,                 0.8915,             0.00043903,             0.00043903,             0.00043903
                     64,                 0.0067,                 1.0814,                      0,                0.62545,                0.90884,                0.94973,                0.96765,                0.97463,                0.75556,                0.93908,                0.95558,                0.95809,                0.86611,                0.00627,                0.61056,                      0,                0.59835,                0.89712,             0.00043803,             0.00043803,             0.00043803
                     65,                0.00658,                  1.034,                      0,                0.61325,                0.90281,                0.95074,                0.97368,                0.97181,                0.75549,                0.94084,                0.96344,                0.95668,                 0.8671,                0.00603,                0.58582,                      0,                 0.5975,                0.89083,             0.00043703,             0.00043703,             0.00043703
                     66,                0.00658,                 1.0488,                      0,                0.61211,                0.91137,                 0.9618,                0.96911,                0.97212,                 0.7596,                0.95382,                0.96107,                0.96136,                0.88969,                0.00579,                0.53114,                      0,                0.56405,                 0.8855,             0.00043603,             0.00043603,             0.00043603
                     67,                0.00649,                0.98024,                      0,                0.60919,                0.90253,                0.95437,                 0.9724,                0.97414,                0.74524,                0.94436,                0.95853,                0.95712,                0.86803,                0.00605,                0.59268,                      0,                0.59391,                0.89978,             0.00043503,             0.00043503,             0.00043503
                     68,                0.00652,                0.97839,                      0,                0.61041,                0.90214,                0.94803,                0.97807,                0.97347,                0.78401,                0.93755,                0.96673,                0.95782,                0.88386,                0.00542,                0.57632,                      0,                0.56295,                0.88594,             0.00043403,             0.00043403,             0.00043403
                     69,                 0.0064,                 0.9375,                      0,                0.60461,                0.89745,                0.94211,                0.97572,                0.97303,                0.75542,                0.92983,                 0.9618,                0.95439,                0.88888,                0.00605,                0.52847,                      0,                0.58864,                0.89031,             0.00043303,             0.00043303,             0.00043303
                     70,                0.00636,                 0.9006,                      0,                0.60316,                 0.8948,                 0.9448,                0.96975,                0.97079,                0.75232,                0.93785,                0.95741,                0.95835,                0.87678,                0.00593,                0.55783,                      0,                0.58303,                0.89765,             0.00043203,             0.00043203,             0.00043203
