                  epoch,         train/box_loss,        train/pose_loss,        train/kobj_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),   metrics/precision(P),      metrics/recall(P),       metrics/mAP50(P),    metrics/mAP50-95(P),           val/box_loss,          val/pose_loss,          val/kobj_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     45,                0.00335,                0.48865,                      0,                0.37086,                 1.0478,                0.85683,                 0.8885,                0.92419,                0.81729,                0.88695,                 0.8403,                0.91283,                0.89752,                0.00393,                0.95082,                      0,                0.55422,                 1.2086,              0.0018282,              0.0018282,              0.0018282
                     46,                0.00333,                 0.4724,                      0,                0.37893,                 1.0325,                0.84982,                0.90774,                0.89732,                0.80609,                0.84547,                0.88759,                 0.8789,                0.86694,                0.00345,                  0.965,                      0,                0.63215,                  1.135,              0.0018242,              0.0018242,              0.0018242
                     47,                0.00328,                0.45835,                      0,                0.36939,                 1.0305,                0.92075,                0.88547,                0.94795,                0.83787,                0.89868,                0.87169,                0.93009,                 0.9077,                0.00376,                0.97575,                      0,                0.48021,                 1.1844,              0.0018202,              0.0018202,              0.0018202
                     48,                0.00303,                0.47593,                      0,                0.35329,                 1.0055,                0.86784,                0.90774,                0.92486,                0.80359,                0.85542,                0.89502,                0.90961,                0.88618,                0.00399,                0.96371,                      0,                 0.5714,                 1.2017,              0.0018162,              0.0018162,              0.0018162
                     49,                0.00308,                0.45717,                      0,                0.35426,                 1.0068,                0.92745,                0.92047,                0.95366,                0.86835,                0.92391,                0.88653,                0.93417,                0.92436,                0.00315,                0.90587,                      0,                0.44913,                 1.0688,              0.0018122,              0.0018122,              0.0018122
                     50,                0.00309,                0.45661,                      0,                0.35807,                  1.015,                0.87482,                0.92789,                0.94976,                0.86657,                0.87839,                0.89502,                0.93526,                0.91935,                0.00317,                 0.9441,                      0,                0.52163,                 1.0666,              0.0018082,              0.0018082,              0.0018082
                     51,                0.00335,                0.49995,                      0,                0.37983,                 1.0288,                 0.8754,                0.87166,                0.91265,                0.79024,                0.85895,                0.85154,                0.89133,                 0.8758,                0.00406,                 1.0292,                      0,                0.64875,                 1.2686,              0.0018042,              0.0018042,              0.0018042
                     52,                0.00306,                0.45898,                      0,                0.35674,                 1.0048,                0.91017,                0.93483,                0.96459,                0.88462,                0.89463,                0.91838,                0.94615,                0.93932,                0.00316,                0.90158,                      0,                0.42811,                 1.0705,              0.0018002,              0.0018002,              0.0018002
                     53,                0.00319,                0.47261,                      0,                 0.3658,                 1.0117,                0.88976,                 0.8982,                 0.9449,                0.84826,                0.91236,                0.85154,                0.92814,                0.91439,                 0.0037,                 0.9681,                      0,                0.47842,                 1.1786,              0.0017962,              0.0017962,              0.0017962
                     54,                0.00309,                0.47154,                      0,                0.35679,                 1.0094,                0.91127,                0.87381,                0.93924,                0.83951,                0.93288,                0.84005,                0.92781,                0.91296,                0.00382,                 1.0024,                      0,                0.51417,                 1.1784,              0.0017922,              0.0017922,              0.0017922
                     55,                 0.0029,                0.45085,                      0,                0.34765,                0.98318,                0.88244,                0.89155,                0.91592,                0.81765,                0.88997,                0.85048,                0.89282,                  0.879,                0.00337,                0.95976,                      0,                0.53217,                  1.132,              0.0017882,              0.0017882,              0.0017882
