                  epoch,         train/box_loss,        train/pose_loss,        train/kobj_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),   metrics/precision(P),      metrics/recall(P),       metrics/mAP50(P),    metrics/mAP50-95(P),           val/box_loss,          val/pose_loss,          val/kobj_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     62,                0.01016,                 5.1805,                      0,                0.66459,                0.78302,                 0.9307,                0.93107,                0.96053,                0.64463,                0.62578,                0.62039,                0.49442,                0.20639,                0.00877,                 5.0746,                      0,                0.66133,                0.84425,              0.0016004,              0.0016004,              0.0016004
                     63,                0.00977,                 5.1829,                      0,                0.66511,                0.80281,                0.94369,                 0.9407,                0.96163,                0.66991,                0.64055,                0.63257,                0.50112,                0.21917,                  0.008,                 4.9699,                      0,                0.63588,                0.82211,              0.0015937,              0.0015937,              0.0015937
                     64,                0.00989,                 5.2025,                      0,                0.66153,                0.79065,                 0.9332,                0.93602,                0.95984,                0.64263,                0.63237,                0.62709,                0.50584,                0.22157,                0.00861,                 4.9974,                      0,                 0.6339,                0.83107,              0.0015871,              0.0015871,              0.0015871
                     65,                0.00941,                 5.1371,                      0,                0.64161,                0.79968,                0.94405,                0.93515,                0.96443,                0.69668,                0.64977,                0.63759,                0.52027,                0.24257,                0.00763,                 4.8832,                      0,                0.61108,                0.80818,              0.0015804,              0.0015804,              0.0015804
                     66,                0.00974,                 5.1103,                      0,                0.64977,                0.78457,                0.94428,                0.93804,                0.96588,                0.65278,                0.64321,                0.63454,                0.51204,                0.23778,                0.00854,                 4.9875,                      0,                0.63831,                0.83351,              0.0015738,              0.0015738,              0.0015738
                     67,                0.00982,                 5.1333,                      0,                 0.6458,                0.78876,                0.94353,                0.94231,                0.96497,                  0.651,                 0.6432,                 0.6383,                0.50307,                0.23795,                0.00839,                  4.912,                      0,                0.62286,                0.82365,              0.0015671,              0.0015671,              0.0015671
                     68,                 0.0095,                 5.1509,                      0,                0.63562,                0.78233,                0.93627,                0.94536,                0.96371,                0.68307,                0.63395,                  0.634,                0.49471,                0.21716,                0.00779,                 4.9501,                      0,                0.64104,                0.81342,              0.0015604,              0.0015604,              0.0015604
                     69,                0.00935,                 5.1065,                      0,                0.63107,                0.77177,                 0.9366,                0.94321,                0.96674,                0.70303,                0.64729,                 0.6383,                0.51691,                0.23118,                 0.0074,                 4.9093,                      0,                0.59718,                0.79303,              0.0015538,              0.0015538,              0.0015538
                     70,                0.00931,                 5.0902,                      0,                0.62858,                0.77109,                0.93424,                0.95378,                0.96374,                   0.68,                0.64122,                0.64457,                0.49405,                0.23197,                0.00781,                 4.8757,                      0,                0.63887,                 0.8037,              0.0015471,              0.0015471,              0.0015471
                     71,                0.00967,                 5.1015,                      0,                0.63655,                0.77384,                0.94904,                0.94423,                0.96782,                0.67047,                0.65147,                0.64135,                0.51551,                0.24046,                0.00787,                 4.8875,                      0,                0.61061,                0.80913,              0.0015405,              0.0015405,              0.0015405
